date, pm25, pm10, o3, no2, so2, co
2021/7/31, , 26, 29, 5, , 
2021/8/1, , 16, 27, 7, , 
2021/8/2, , 16, 28, 9, , 
2021/8/3, , 19, , 10, , 
2021/8/4, , 22, , 12, , 
2021/8/5, , 20, , 4, , 
2021/8/6, , 22, , 4, , 
2021/8/7, , 20, , 4, , 
2021/8/8, , 20, , 9, , 
2021/8/9, , 19, , 12, , 
2021/8/10, , 21, , 13, , 
2021/8/11, , 26, , 11, , 
2021/8/12, , 31, , 9, , 
2021/8/13, , 31, , 14, , 
2021/8/14, , 38, , 5, , 
2021/8/15, , 51, , 5, , 
2021/8/16, , 45, 29, 5, , 
2021/8/17, , 34, 37, 4, , 
2021/8/18, , 27, 28, 8, , 
2021/8/19, , 27, 33, 10, , 
2021/8/20, , 23, 30, 7, , 
2021/8/21, , 25, 35, 6, , 
2021/8/22, , 22, 34, 9, , 
2021/8/23, , 22, , 5, , 
2021/8/24, , 21, , 9, , 
2021/8/25, , 18, , 9, , 
2021/8/26, , 21, , 8, , 
2021/8/27, , 25, , 4, , 
2021/8/28, , 24, , 4, , 
2021/8/29, , 25, , 10, , 
2021/8/30, , 25, , 11, , 
2021/8/31, , 19, , 8, , 
2021/9/1, , 16, , 7, , 
2021/9/2, , 19, , 11, , 
2021/9/3, , 23, , 9, , 
2021/9/4, , 20, , 9, , 
2021/9/5, , 22, , 8, , 
2021/9/6, , 27, , 10, , 
2021/9/7, , 24, , 11, , 
2021/9/8, , 26, , 7, , 
2021/9/9, , 31, , 10, , 
2021/9/10, , 31, , 9, , 
2021/9/11, , 22, , 8, , 
2021/9/12, , 22, , 11, , 
2021/9/13, , 30, , 7, , 
2021/9/14, , 30, , 10, , 
2021/9/15, , 29, , 9, , 
2021/9/16, , 38, , 13, , 
2021/9/17, , 26, , 9, , 
2021/9/18, , 31, , 8, , 
2021/9/19, , 17, , 10, , 
2021/9/20, , 18, 7, 15, , 
2021/9/21, , 17, 39, 13, , 
2021/9/22, , 20, 40, 13, , 
2021/9/23, , 20, 37, 10, , 
2021/9/24, , 20, 27, 14, , 
2021/9/25, , 25, 34, 10, , 
2021/9/26, , 37, 15, 14, , 
2021/9/27, , 29, , 13, , 
2021/4/1, , 34, , 11, , 
2021/4/2, , 33, , 11, , 
2021/4/3, , 27, , 9, , 
2021/4/4, , 29, , 10, , 
2021/4/5, , 30, , 11, , 
2021/4/6, , 37, , 11, , 
2021/4/7, , 33, , 16, , 
2021/4/8, , 32, , 16, , 
2021/4/9, , 32, , 14, , 
2021/4/10, , 25, , 13, , 
2021/4/11, , 21, , 9, , 
2021/4/12, , 16, , 16, , 
2021/4/13, , 18, , 9, , 
2021/4/14, , 21, , 14, , 
2021/4/15, , 21, , 10, , 
2021/4/16, , 20, , 7, , 
2021/4/17, , 16, , 7, , 
2021/4/18, , 17, , 14, , 
2021/4/19, , 24, , 15, , 
2021/4/20, , 22, , 7, , 
2021/4/21, , 19, , 11, , 
2021/4/22, , 14, , 12, , 
2021/4/23, , 21, , 11, , 
2021/4/24, , 20, , 10, , 
2021/4/25, , 17, , 14, , 
2021/4/26, , 18, , 15, , 
2021/4/27, , 23, , 11, , 
2021/4/28, , 23, , 5, , 
2021/4/29, , 15, , 9, , 
2021/4/30, , 15, , 5, , 
2021/5/1, , 12, , 5, , 
2021/5/2, , 11, , 11, , 
2021/5/3, , 14, , 17, , 
2021/5/4, , 21, , 12, , 
2021/5/5, , 23, , 15, , 
2021/5/6, , 26, , 13, , 
2021/5/7, , 31, , 12, , 
2021/5/8, , 24, , 7, , 
2021/5/9, , 27, , 16, , 
2021/5/10, , 31, , 7, , 
2021/5/11, , 20, , 17, , 
2021/5/12, , 22, , 8, , 
2021/5/13, , 26, , 8, , 
2021/5/14, , 19, , 15, , 
2021/5/15, , 23, , 9, , 
2021/5/16, , 25, , 8, , 
2021/5/17, , 27, , 10, , 
2021/5/18, , 36, , 7, , 
2021/5/19, , 30, , 8, , 
2021/5/20, , 25, , 14, , 
2021/5/21, , 28, , 3, , 
2021/5/22, , 28, , 7, , 
2021/5/23, , 23, , 7, , 
2021/5/24, , 21, , 9, , 
2021/5/25, , 27, , 12, , 
2021/5/26, , 32, , 13, , 
2021/5/27, , 36, , 15, , 
2021/5/28, , 31, , 21, , 
2021/5/29, , 36, , 12, , 
2021/5/30, , 40, , 10, , 
2021/5/31, , 23, , 10, , 
2021/6/1, , 25, , 6, , 
2021/6/2, , 23, 38, 6, , 
2021/6/3, , 24, 38, 5, , 
2021/6/4, , 22, 33, 5, , 
2021/6/5, , 21, 35, 8, , 
2021/6/6, , 23, 38, 12, , 
2021/6/7, , 25, 34, 15, , 
2021/6/8, , 31, 8, 18, , 
2021/6/9, , 38, , 19, , 
2021/6/10, , 39, , 18, , 
2021/6/11, , 40, , 12, , 
2021/6/12, , 36, , 10, , 
2021/6/13, , 34, , 20, , 
2021/6/14, , 39, , 20, , 
2021/6/15, , 52, , 13, , 
2021/6/16, , 45, , 4, , 
2021/6/17, , 26, , 10, , 
2021/6/18, , 40, , 6, , 
2021/6/19, , 41, , 9, , 
2021/6/20, , 46, , 11, , 
2021/6/21, , 48, , 7, , 
2021/6/22, , 42, , 11, , 
2021/6/23, , 25, , 7, , 
2021/6/24, , 57, , 11, , 
2021/6/25, , 27, , 12, , 
2021/6/26, , 31, , 7, , 
2021/6/27, , 25, , 10, , 
2021/6/28, , 25, , 6, , 
2021/6/29, , 27, , 6, , 
2021/6/30, , 29, , 9, , 
2021/1/4, , 18, , 18, , 
2021/1/5, , 18, , 15, , 
2021/1/6, , 16, , 18, , 
2021/1/7, , 18, , 17, , 
2021/1/8, , 21, , 5, , 
2021/1/9, , 16, 26, 9, , 
2021/1/10, , 8, 17, 9, , 
2021/1/11, , 9, 19, 10, , 
2021/1/12, , 12, 15, 10, , 
2021/1/13, , 13, 14, 11, , 
2021/1/14, , 12, 10, 21, , 
2021/1/15, , 16, , 15, , 
2021/1/16, , 21, , 15, , 
2021/1/17, , 14, , 24, , 
2021/1/18, , 24, , 22, , 
2021/1/19, , 30, , 23, , 
2021/1/20, , 28, , 26, , 
2021/1/21, , 28, , 13, , 
2021/1/22, , 24, , 5, , 
2021/1/23, , 9, 29, 5, , 
2021/1/24, , 9, 26, 9, , 
2021/1/25, , 11, 23, 14, , 
2021/1/26, , 14, 15, 22, , 
2021/1/27, , 21, 7, 23, , 
2021/1/28, , 31, 13, 15, , 
2021/1/29, , 24, , 11, , 
2021/1/30, , 20, , 2, , 
2021/1/31, , 14, , 9, , 
2021/2/1, , 15, , 21, , 
2021/2/2, , 23, , 22, , 
2021/2/3, , 28, , 14, , 
2021/2/4, , 34, , 13, , 
2021/2/5, , 22, , 11, , 
2021/2/6, , 47, , 6, , 
2021/2/7, , 56, , 19, , 
2021/2/8, , 12, , 17, , 
2021/2/9, , 17, , 12, , 
2021/2/10, , 17, , 25, , 
2021/2/12, , 33, , 10, , 
2021/2/13, , 24, , 5, , 
2021/2/14, , 20, , 22, , 
2021/2/15, , 26, , 17, , 
2021/2/16, , 23, , 20, , 
2021/2/17, , 24, , 17, , 
2021/2/18, , 29, , 19, , 
2021/2/19, , 32, , 13, , 
2021/2/20, , 41, , 7, , 
2021/2/21, , 33, , 17, , 
2021/2/22, , 62, , 10, , 
2021/2/23, , 58, , 9, , 
2021/2/24, , 39, , 21, , 
2021/2/25, , 30, , 19, , 
2021/2/26, , 34, , 14, , 
2021/2/27, , 35, , 8, , 
2021/2/28, , 38, , 9, , 
2021/3/1, , 38, , 10, , 
2021/3/2, , 45, , 15, , 
2021/3/3, , 46, , 15, , 
2021/3/4, , 40, , 20, , 
2021/3/5, , 45, , 12, , 
2021/3/6, , 44, , 8, , 
2021/3/7, , 28, , 14, , 
2021/3/8, , 26, , 11, , 
2021/3/9, , 20, , 15, , 
2021/3/10, , 21, , 22, , 
2021/3/11, , 32, , 14, , 
2021/3/12, , 34, , 12, , 
2021/3/13, , 21, , 9, , 
2021/3/14, , 27, , 10, , 
2021/3/15, , 21, , 19, , 
2021/3/16, , 30, , 15, , 
2021/3/17, , 30, , 10, , 
2021/3/18, , 31, , 17, , 
2021/3/19, , 22, , 11, , 
2021/3/20, , 14, , 10, , 
2021/3/21, , 17, , 16, , 
2021/3/22, , 20, , 14, , 
2021/3/23, , 26, , 18, , 
2021/3/24, , 30, , 17, , 
2021/3/25, , 34, , 14, , 
2021/3/26, , 31, , 5, , 
2021/3/27, , 30, , 7, , 
2021/3/28, , 23, , 14, , 
2021/3/29, , 23, , 14, , 
2021/3/30, , 26, , 16, , 
2021/3/31, , 27, , 21, , 
2020/10/1, , 26, , 16, , 
2020/10/2, , 20, , 5, , 
2020/10/3, , 11, , 8, , 
2020/10/4, , 14, , 12, , 
2020/10/5, , 13, , 21, , 
2020/10/6, , 22, , 14, , 
2020/10/7, , 29, , 15, , 
2020/10/8, , 25, , 20, , 
2020/10/9, , 28, , 9, , 
2020/10/10, , 27, , 8, , 
2020/10/11, , 13, , 8, , 
2020/10/12, , 9, , 16, , 
2020/10/13, , 12, , 15, , 
2020/10/14, , 14, , 15, , 
2020/10/15, , 10, , 18, , 
2020/10/16, , 15, , 20, , 
2020/10/17, , 20, , 15, , 
2020/10/18, , 19, , 25, , 
2020/10/19, , 24, , 17, , 
2020/10/20, , 25, , 17, , 
2020/10/21, , 40, , 23, , 
2020/10/22, , 70, , 17, , 
2020/10/23, , 47, , 14, , 
2020/10/24, , 22, , 10, , 
2020/10/25, , 16, , 10, , 
2020/10/26, , 16, , 18, , 
2020/10/27, , 18, , 23, , 
2020/10/28, , 30, , 26, , 
2020/10/29, , 36, , 25, , 
2020/10/30, , 36, , 19, , 
2020/10/31, , 35, , 13, , 
2020/11/1, , 29, , 22, , 
2020/11/2, , 30, , 13, , 
2020/11/3, , 29, , 15, , 
2020/11/4, , 16, , 12, , 
2020/11/5, , 16, , 8, , 
2020/11/6, , 17, , 10, , 
2020/11/7, , 24, , 14, , 
2020/11/8, , 25, 1, 24, , 
2020/11/9, , 20, 16, 22, , 
2020/11/10, , 29, 24, 20, , 
2020/11/11, , 26, 14, 25, , 
2020/11/12, , 26, 13, 26, , 
2020/11/13, , 34, 23, 16, , 
2020/11/14, , 28, 27, 15, , 
2020/11/15, , 25, 22, 15, , 
2020/11/16, , 23, 18, 20, , 
2020/11/17, , 27, 21, 24, , 
2020/11/18, , 34, , 22, , 
2020/11/19, , 39, , 19, , 
2020/11/20, , 34, , 17, , 
2020/11/21, , 34, , 16, , 
2020/11/22, , 28, , 26, , 
2020/11/23, , 33, , 29, , 
2020/11/25, , 37, 29, 18, , 
2020/11/26, , 30, 33, 8, , 
2020/11/27, , 21, 30, 8, , 
2020/11/28, , 16, 22, 13, , 
2020/11/29, , 18, 17, 16, , 
2020/11/30, , 24, 4, 14, , 
2020/12/1, , 20, , 16, , 
2020/12/2, , 17, , 17, , 
2020/12/3, , 18, , 21, , 
2020/12/4, , 18, , 13, , 
2020/12/5, , 20, , 5, , 
2020/12/6, , 11, , 17, , 
2020/12/7, , 11, , 9, , 
2020/12/8, , 11, , 10, , 
2020/12/9, , 10, , 20, , 
2020/12/10, , 13, , 24, , 
2020/12/11, , 21, , 9, , 
2020/12/12, , 15, , 15, , 
2020/12/13, , 12, , 27, , 
2020/12/14, , 26, , 25, , 
2020/12/15, , 43, , 28, , 
2020/12/16, , 28, , 21, , 
2020/12/17, , 32, , 17, , 
2020/12/18, , 26, , 19, , 
2020/12/19, , 21, , 11, , 
2020/12/20, , 20, , 20, , 
2020/12/21, , 14, , 20, , 
2020/12/22, , 25, , 23, , 
2020/12/23, , 26, , 13, , 
2020/12/24, , 27, , 4, , 
2020/12/25, , 13, , 7, , 
2020/12/26, , 9, , 10, , 
2020/12/27, , 10, , 7, , 
2020/12/28, , 15, , 8, , 
2020/12/29, , 16, , 8, , 
2020/12/30, , 13, , 12, , 
2020/12/31, , 14, , 12, , 
2021/1/1, , 16, , 8, , 
2021/1/2, , 10, , 12, , 
2021/1/3, , 11, , 16, , 
2020/7/1, , 24, , 7, , 
2020/7/2, , 26, , 6, , 
2020/7/3, , 28, , 5, , 
2020/7/4, , 18, , 10, , 
2020/7/5, , 20, , 11, , 
2020/7/6, , 21, , 7, , 
2020/7/7, , 20, , 11, , 
2020/7/8, , 24, , 10, , 
2020/7/9, , 23, , 14, , 
2020/7/10, , 24, , 13, , 
2020/7/11, , 27, , 8, , 
2020/7/12, , 24, , 15, , 
2020/7/13, , 22, , 10, , 
2020/7/14, , 20, , 13, , 
2020/7/15, , 28, , 5, , 
2020/7/16, , 23, , 9, , 
2020/7/17, , 20, , 8, , 
2020/7/18, , 19, , 7, , 
2020/7/19, , 19, , 13, , 
2020/7/20, , 20, , 10, , 
2020/7/21, , 21, , 16, , 
2020/7/22, , 19, , 16, , 
2020/7/23, , 24, , 19, , 
2020/7/24, , 29, , 9, , 
2020/7/25, , 28, , 5, , 
2020/7/26, , 23, , 14, , 
2020/7/27, , 22, , 15, , 
2020/7/28, , 30, , 10, , 
2020/7/29, , 25, , 16, , 
2020/7/30, , 24, , 18, , 
2020/7/31, , 30, , 17, , 
2020/8/1, , 30, , 5, , 
2020/8/2, , 26, , 8, , 
2020/8/3, , 21, , 6, , 
2020/8/4, , 15, , 8, , 
2020/8/5, , 19, , 12, , 
2020/8/6, , 20, , 18, , 
2020/8/7, , 24, , 14, , 
2020/8/8, , 24, , 16, , 
2020/8/9, , 22, , 18, , 
2020/8/10, , 26, , 13, , 
2020/8/11, , 25, , 11, , 
2020/8/12, , 24, , 8, , 
2020/8/13, , 34, , 8, , 
2020/8/14, , 33, , 9, , 
2020/8/15, , 26, , 5, , 
2020/8/16, , 27, , 10, , 
2020/8/17, , 22, , 10, , 
2020/8/18, , 21, , 13, , 
2020/8/19, , 24, , 9, , 
2020/8/20, , 25, , 9, , 
2020/8/21, , 22, , 4, , 
2020/8/22, , 24, , 9, , 
2020/8/23, , 19, , 6, , 
2020/8/24, , 23, , 15, , 
2020/8/25, , 30, , 12, , 
2020/8/26, , 27, , 12, , 
2020/8/27, , 23, , 12, , 
2020/8/28, , 22, , 8, , 
2020/8/29, , 15, , 6, , 
2020/8/30, , 10, , 11, , 
2020/8/31, , 11, , 17, , 
2020/9/1, , 15, , 15, , 
2020/9/2, , 17, , 17, , 
2020/9/3, , 20, , 16, , 
2020/9/4, , 20, , 10, , 
2020/9/5, , 19, , 7, , 
2020/9/6, , 19, , 9, , 
2020/9/7, , 18, , 14, , 
2020/9/8, , 14, , 20, , 
2020/9/9, , 18, , 18, , 
2020/9/10, , 16, , 10, , 
2020/9/11, , 14, , 16, , 
2020/9/13, , 20, , 20, , 
2020/9/14, , 23, , 19, , 
2020/9/15, , 25, , 19, , 
2020/9/16, , 27, , 24, , 
2020/9/17, , 35, , 23, , 
2020/9/18, , 38, , 17, , 
2020/9/19, , 30, , 7, , 
2020/9/20, , 17, , 20, , 
2020/9/21, , 14, , 18, , 
2020/9/22, , 16, , 21, , 
2020/9/23, , 20, , 15, , 
2020/9/24, , 23, , 5, , 
2020/9/25, , 22, , 4, , 
2020/9/26, , 18, , 10, , 
2020/9/27, , 10, , 14, , 
2020/9/28, , 15, , 21, , 
2020/9/29, , 23, , 22, , 
2020/9/30, , 25, , 18, , 
2020/4/1, , 18, , 3, , 
2020/4/2, , 16, , 11, , 
2020/4/3, , 19, , 10, , 
2020/4/4, , 14, , 8, , 
2020/4/5, , 12, , 11, , 
2020/4/6, , 13, , 12, , 
2020/4/7, , 15, , 8, , 
2020/4/8, , 13, , 9, , 
2020/4/9, , 14, , 7, , 
2020/4/10, , 17, , 9, , 
2020/4/11, , 19, , 4, , 
2020/4/12, , 19, , 4, , 
2020/4/13, , 14, , 8, , 
2020/4/14, , 10, , 8, , 
2020/4/15, , 19, , 3, , 
2020/4/16, , 26, , 9, , 
2020/4/17, , 25, , 6, , 
2020/4/18, , 21, , 2, , 
2020/4/19, , 16, , 14, , 
2020/4/20, , 8, , 7, , 
2020/4/21, , 5, , 3, , 
2020/4/22, , 11, , 10, , 
2020/4/23, , 16, , 14, , 
2020/4/24, , 17, , 8, , 
2020/4/25, , 15, , 6, , 
2020/4/26, , 11, , 10, , 
2020/4/27, , 12, , 6, , 
2020/4/28, , 12, , 7, , 
2020/4/29, , 12, , 8, , 
2020/4/30, , 15, , 4, , 
2020/5/1, , 15, , 4, , 
2020/5/2, , 13, , 5, , 
2020/5/3, , 12, , 13, , 
2020/5/4, , 15, , 12, , 
2020/5/5, , 19, , 11, , 
2020/5/6, , 20, , 9, , 
2020/5/7, , 19, , 6, , 
2020/5/8, , 15, , 6, , 
2020/5/9, , 18, , 2, , 
2020/5/10, , 23, , 6, , 
2020/5/11, , 16, , 6, , 
2020/5/12, , 17, , 8, , 
2020/5/13, , 11, , 7, , 
2020/5/14, , 13, , 8, , 
2020/5/15, , 12, , 6, , 
2020/5/16, , 11, , 7, , 
2020/5/17, , 10, , 12, , 
2020/5/18, , 17, , 15, , 
2020/5/19, , 21, , 16, , 
2020/5/20, , 21, , 22, , 
2020/5/21, , 27, , 19, , 
2020/5/22, , 29, , 11, , 
2020/5/23, , 23, , 6, , 
2020/5/24, , 19, , 10, , 
2020/5/25, , 22, , 15, , 
2020/5/26, , 27, , 11, , 
2020/5/27, , 22, , 7, , 
2020/5/28, , 19, , 13, , 
2020/5/29, , 23, , 9, , 
2020/5/30, , 20, , 6, , 
2020/5/31, , 13, , 8, , 
2020/6/1, , 15, , 10, , 
2020/6/2, , 15, , 10, , 
2020/6/3, , 19, , 10, , 
2020/6/4, , 17, , 8, , 
2020/6/5, , 14, , 8, , 
2020/6/6, , 15, , 4, , 
2020/6/7, , 14, , 7, , 
2020/6/8, , 9, , 11, , 
2020/6/9, , 11, , 10, , 
2020/6/10, , 12, , 10, , 
2020/6/11, , 12, , 9, , 
2020/6/12, , 22, , 9, , 
2020/6/13, , 24, , 9, , 
2020/6/14, , 18, , 11, , 
2020/6/15, , 22, , 14, , 
2020/6/16, , 20, , 11, , 
2020/6/17, , 15, , 8, , 
2020/6/18, , 13, , 12, , 
2020/6/19, , 11, , 11, , 
2020/6/20, , 15, , 9, , 
2020/6/21, , 20, , 11, , 
2020/6/22, , 21, , 15, , 
2020/6/23, , 22, , 9, , 
2020/6/24, , 63, , 14, , 
2020/6/25, , 28, , 16, , 
2020/6/26, , 23, , 11, , 
2020/6/27, , 23, , 6, , 
2020/6/28, , 31, , 8, , 
2020/6/29, , 34, , 5, , 
2020/6/30, , 26, , 10, , 
2020/1/1, , 17, , 18, , 
2020/1/2, , 16, , 18, , 
2020/1/3, , 18, , 15, , 
2020/1/4, , 18, , 12, , 
2020/1/5, , 12, , 18, , 
2020/1/6, , 16, , 25, , 
2020/1/7, , 25, , 26, , 
2020/1/8, , 28, , 25, , 
2020/1/9, , 31, , 27, , 
2020/1/10, , 21, , 16, , 
2020/1/11, , 12, , 20, , 
2020/1/12, , 15, , 29, , 
2020/1/13, , 20, , 32, , 
2020/1/14, , 26, , 33, , 
2020/1/15, , 32, , 29, , 
2020/1/16, , 33, , 24, , 
2020/1/17, , 31, , 20, , 
2020/1/18, , 19, , 8, , 
2020/1/19, , 16, , 4, , 
2020/1/20, , 15, , 6, , 
2020/1/21, , 21, , 8, , 
2020/1/22, , 40, , 21, , 
2020/1/23, , 54, , 26, , 
2020/1/24, , 60, , 18, , 
2020/1/25, , 68, , 16, , 
2020/1/26, , 55, , 22, , 
2020/1/27, , 32, , 20, , 
2020/1/28, , 24, , 24, , 
2020/1/29, , 20, , 22, , 
2020/1/30, , 26, , 27, , 
2020/1/31, , 27, , 21, , 
2020/2/1, , 27, , 19, , 
2020/2/2, , 20, , 25, , 
2020/2/3, , 20, , 16, , 
2020/2/4, , 44, , 22, , 
2020/2/5, , 29, , 24, , 
2020/2/6, , 27, , 31, , 
2020/2/7, , 31, , 25, , 
2020/2/8, , 26, , 17, , 
2020/2/9, , 28, , 22, , 
2020/2/10, , 25, , 17, , 
2020/2/11, , 28, , 8, , 
2020/2/12, , 21, , 24, , 
2020/2/13, , 19, , 19, , 
2020/2/14, , 30, , 17, , 
2020/2/15, , 32, , 12, , 
2020/2/16, , 23, , 17, , 
2020/2/17, , 24, , 15, , 
2020/2/18, , 21, , 22, , 
2020/2/19, , 19, , 25, , 
2020/2/20, , 27, , 27, , 
2020/2/21, , 32, , 19, , 
2020/2/22, , 30, , 23, , 
2020/2/23, , 29, , 32, , 
2020/2/24, , 33, , 20, , 
2020/2/25, , 38, , 14, , 
2020/2/26, , 32, , 10, , 
2020/2/27, , 30, , 19, , 
2020/2/28, , 33, , 19, , 
2020/2/29, , 40, , 11, , 
2020/3/1, , 55, , 11, , 
2020/3/2, , 26, , 12, , 
2020/3/3, , 17, , 17, , 
2020/3/4, , 21, , 13, , 
2020/3/5, , 28, , 8, , 
2020/3/6, , 20, , 9, , 
2020/3/7, , 16, , 15, , 
2020/3/8, , 18, , 16, , 
2020/3/9, , 22, , 18, , 
2020/3/10, , 25, , 20, , 
2020/3/11, , 33, , 22, , 
2020/3/12, , 35, , 23, , 
2020/3/13, , 25, , 13, , 
2020/3/14, , 26, , 10, , 
2020/3/15, , 22, , 3, , 
2020/3/16, , 20, , 6, , 
2020/3/17, , 26, , 12, , 
2020/3/18, , 25, , 12, , 
2020/3/19, , 22, , 11, , 
2020/3/20, , 19, , 7, , 
2020/3/21, , 18, , 5, , 
2020/3/22, , 24, , 5, , 
2020/3/23, , 22, , 3, , 
2020/3/24, , 26, , 7, , 
2020/3/25, , 22, , 10, , 
2020/3/26, , 16, , 10, , 
2020/3/27, , 15, , 9, , 
2020/3/28, , 16, , 7, , 
2020/3/29, , 17, , 7, , 
2020/3/30, , 17, , 7, , 
2020/3/31, , 13, , 6, , 
2019/10/1, , 30, , 12, , 
2019/10/2, , 34, , 17, , 
2019/10/3, , 29, , 22, , 
2019/10/4, , 36, , 15, , 
2019/10/5, , 32, , 11, , 
2019/10/6, , 29, , 19, , 
2019/10/7, , 26, , 19, , 
2019/10/8, , 52, , 19, , 
2019/10/9, , 47, , 16, , 
2019/10/10, , 24, , 21, , 
2019/10/11, , 29, , 14, , 
2019/10/12, , 30, , 7, , 
2019/10/13, , 21, , 11, , 
2019/10/14, , 26, , 12, , 
2019/10/15, , 21, , 21, , 
2019/10/16, , 18, , 27, , 
2019/10/17, , 34, , 27, , 
2019/10/18, , 34, , 24, , 
2019/10/19, , 33, 27, 15, , 
2019/10/20, , 28, 18, 15, , 
2019/10/21, , 18, 28, 12, , 
2019/10/22, , 12, 26, 16, , 
2019/10/23, , 21, 18, 17, , 
2019/10/24, , 23, 15, 22, , 
2019/10/25, , 18, , 19, , 
2019/10/26, , 22, , 19, , 
2019/10/27, , 21, , 24, , 
2019/10/28, , 28, , 23, , 
2019/10/29, , 30, , 28, , 
2019/10/30, , 37, , 24, , 
2019/10/31, , 32, , 20, , 
2019/11/1, , 29, , 18, , 
2019/11/2, , 23, , 6, , 
2019/11/3, , 16, , 17, , 
2019/11/4, , 19, , 7, , 
2019/11/5, , 22, , 9, , 
2019/11/6, , 19, , 17, , 
2019/11/7, , 21, 19, 10, , 
2019/11/8, , 26, 19, 9, , 
2019/11/9, , 20, 19, 8, , 
2019/11/10, , 17, 11, 11, , 
2019/11/11, , 9, 15, 16, , 
2019/11/12, , 15, 8, 21, , 
2019/11/13, , 19, 6, 23, , 
2019/11/14, , 20, 12, 17, , 
2019/11/15, , 16, 3, 11, , 
2019/11/16, , 12, , 10, , 
2019/11/17, , 9, , 18, , 
2019/11/18, , 17, , 19, , 
2019/11/19, , 18, , 25, , 
2019/11/20, , 27, , 23, , 
2019/11/21, , 29, , 23, , 
2019/11/22, , 21, , 8, , 
2019/11/23, , 13, , 8, , 
2019/11/24, , 8, , 22, , 
2019/11/25, , 15, , 26, , 
2019/11/26, , 29, , 22, , 
2019/11/27, , 23, , 24, , 
2019/11/28, , 18, , 16, , 
2019/11/29, , 18, , 24, , 
2019/11/30, , 19, , 16, , 
2019/12/1, , 19, , 27, , 
2019/12/2, , 20, , 19, , 
2019/12/3, , 31, , 10, , 
2019/12/4, , 21, , 18, , 
2019/12/5, , 12, , 24, , 
2019/12/6, , 14, , 19, , 
2019/12/7, , 16, , 12, , 
2019/12/8, , 16, , 16, , 
2019/12/9, , 12, , 23, , 
2019/12/10, , 20, , 23, , 
2019/12/11, , 27, , 13, , 
2019/12/12, , 17, , 7, , 
2019/12/13, , 11, , 10, , 
2019/12/14, , 13, , 16, , 
2019/12/15, , 11, , 23, , 
2019/12/16, , 16, , 22, , 
2019/12/17, , 47, , 20, , 
2019/12/18, , 85, , 23, , 
2019/12/19, , 63, , 26, , 
2019/12/20, , 40, , 22, , 
2019/12/21, , 20, , 5, , 
2019/12/22, , 13, , 15, , 
2019/12/23, , 11, , 19, , 
2019/12/24, , 20, , 18, , 
2019/12/25, , 19, , 15, , 
2019/12/26, , 18, , 15, , 
2019/12/27, , 16, , 18, , 
2019/12/28, , 19, , 16, , 
2019/12/29, , 23, , , , 
2019/7/1, , 39, 31, 16, , 
2019/7/2, , 38, 46, 23, , 
2019/7/3, , 36, 11, 16, , 
2019/7/4, , 43, , 23, , 
2019/7/5, , 39, , 18, , 
2019/7/6, , 49, , 13, , 
2019/7/7, , 52, , 25, , 
2019/7/8, , 38, , 17, , 
2019/7/9, , 30, , 22, , 
2019/7/10, , 28, , 28, , 
2019/7/11, , 39, , 17, , 
2019/7/12, , 41, , 20, , 
2019/7/13, , 31, , 13, , 
2019/7/14, , 26, , 14, , 
2019/7/15, , 22, , 17, , 
2019/7/16, , 30, , 14, , 
2019/7/17, , 31, , 15, , 
2019/7/18, , 24, , 15, , 
2019/7/19, , 22, , 12, , 
2019/7/20, , 22, , 8, , 
2019/7/21, , 20, , 16, , 
2019/7/22, , 23, , 23, , 
2019/7/23, , 29, , 14, , 
2019/7/24, , 28, , 12, , 
2019/7/25, , 24, , 20, , 
2019/7/26, , 27, 37, 9, , 
2019/7/27, , 25, 35, 6, , 
2019/7/28, , 12, 30, 17, , 
2019/7/29, , 17, 34, 15, , 
2019/7/30, , 26, 32, 7, , 
2019/7/31, , 25, 44, 12, , 
2019/8/1, , 24, 17, 22, , 
2019/8/2, , 28, , 15, , 
2019/8/3, , 30, , 15, , 
2019/8/4, , 28, , 19, , 
2019/8/5, , 29, , 13, , 
2019/8/6, , 27, , 6, , 
2019/8/7, , 30, , 17, , 
2019/8/8, , 32, , 20, , 
2019/8/9, , 48, , 6, , 
2019/8/10, , 36, , 8, , 
2019/8/11, , 26, , 10, , 
2019/8/12, , 23, , 11, , 
2019/8/13, , 16, , 14, , 
2019/8/14, , 21, , 14, , 
2019/8/15, , 26, , 8, , 
2019/8/16, , 21, , 13, , 
2019/8/17, , 20, , 11, , 
2019/8/18, , 21, , 6, , 
2019/8/19, , 22, , 5, , 
2019/8/20, , 16, , 10, , 
2019/8/21, , 18, , 13, , 
2019/8/22, , 23, , 12, , 
2019/8/23, , 24, , 18, , 
2019/8/24, , 25, , 12, , 
2019/8/25, , 26, , 19, , 
2019/8/26, , 31, , 19, , 
2019/8/27, , 25, , 15, , 
2019/8/28, , 22, , 17, , 
2019/8/29, , 23, , 20, , 
2019/8/30, , 24, , 17, , 
2019/8/31, , 26, , 10, , 
2019/9/1, , 21, , 13, , 
2019/9/2, , 19, , 12, , 
2019/9/3, , 17, , 18, , 
2019/9/4, , 19, , 15, , 
2019/9/5, , 24, , 15, , 
2019/9/6, , 22, , 11, , 
2019/9/7, , 22, , 10, , 
2019/9/8, , 22, , 13, , 
2019/9/9, , 17, , 17, , 
2019/9/10, , 14, , 6, , 
2019/9/11, , 11, , 16, , 
2019/9/12, , 19, , 19, , 
2019/9/13, , 27, , 12, , 
