date, pm25, pm10, o3, no2, so2, co
2022/1/20, 91, 13, 22, 2, , 
2022/1/21, 83, 12, 25, 1, , 
2022/1/22, 59, 13, 33, 3, , 
2022/1/23, 53, 11, 32, 3, , 
2022/1/24, 55, 14, 31, 5, , 
2022/1/25, 64, 15, 30, 9, , 
2022/1/26, 72, 16, 30, 4, , 
2022/1/27, 64, 18, 30, 4, , 
2022/1/28, 71, 21, 30, 7, , 
2022/1/29, 77, 20, 29, 3, , 
2022/1/30, 77, 21, 26, 6, , 
2022/1/31, 73, 21, 26, 3, , 
2022/2/1, 67, 18, 29, 6, , 
2022/2/2, 31, 16, 29, 5, , 
2022/2/3, 53, 15, 27, 5, , 
2022/2/4, 61, 15, 24, 5, , 
2022/2/5, 65, 15, 27, 3, , 
2022/2/6, 70, 12, 32, 3, , 
2022/2/7, 39, 14, 31, 3, , 
2022/2/8, 40, 15, 35, 2, , 
2022/2/9, 45, 18, 33, 3, , 
2022/2/10, 40, 22, 34, 5, , 
2022/2/11, 56, 20, 32, 3, , 
2022/2/12, 57, 14, 36, 1, , 
2022/2/13, 40, 13, 33, 1, , 
2022/2/14, 40, 10, 27, 2, , 
2022/2/15, 22, 10, 25, 4, , 
2022/2/16, 26, 11, 21, 4, , 
2022/2/17, 34, 18, 30, 6, , 
2022/2/18, 53, 17, 28, 3, , 
2022/2/19, 57, 10, 28, 2, , 
2022/2/20, 35, 10, 30, 2, , 
2022/2/21, 27, 16, 28, 4, , 
2022/2/22, 32, 22, 34, 4, , 
2022/2/23, 46, 17, 33, 4, , 
2022/2/24, 40, 17, 30, 4, , 
2022/2/25, 40, 14, 29, 4, , 
2022/2/26, 30, 15, 34, 2, , 
2022/2/27, 21, 13, 34, 3, , 
2022/2/28, 17, 14, 37, 4, , 
2022/3/1, 31, 18, 35, 7, , 
2022/3/2, 52, 14, 34, 3, , 
2022/3/3, 64, 11, 31, 5, , 
2022/3/4, 51, 11, 33, 2, , 
2022/3/5, 43, 8, 29, 3, , 
2022/3/6, 21, 11, 32, 5, , 
2022/3/7, 45, 11, 37, 4, , 
2022/3/8, 50, 9, 36, 3, , 
2022/3/9, 42, 9, 35, 3, , 
2022/3/10, 45, 11, 29, 10, , 
2022/3/11, 44, , , , , 
2021/11/9, 23, 11, 29, 2, , 
2021/11/11, 21, 9, 34, 2, , 
2021/11/12, 27, 11, 32, 3, , 
2021/11/13, 34, 11, 28, 3, , 
2021/11/14, 42, 14, 26, 2, , 
2021/11/15, 36, 10, 22, 7, , 
2021/11/16, 38, 11, 27, 2, , 
2021/11/17, 38, 11, 21, 4, , 
2021/11/18, 48, 15, 28, 6, , 
2021/11/20, 65, 15, 35, 8, , 
2021/11/23, 27, 8, 22, 4, , 
2021/11/25, 17, , 24, 3, , 
2021/11/26, 22, 4, 20, 2, , 
2021/11/27, 15, 6, 23, 1, , 
2021/11/28, 9, 6, 24, 1, , 
2021/11/29, 13, 6, 23, 2, , 
2021/11/30, 21, 9, 22, 4, , 
2021/12/1, 27, 8, 20, 2, , 
2021/12/2, 37, 8, 27, 2, , 
2021/12/3, 21, 8, 24, 3, , 
2021/12/4, 18, 9, 26, 2, , 
2021/12/5, 10, 7, 28, 1, , 
2021/12/6, 7, 7, 27, 1, , 
2021/12/7, 19, 8, 25, 2, , 
2021/12/8, 14, 7, 29, 1, , 
2021/12/9, 6, 8, 28, 3, , 
2021/12/10, 11, 8, 29, 1, , 
2021/12/11, 12, 9, 27, 2, , 
2021/12/12, 26, 9, 28, 1, , 
2021/12/13, 47, 8, 25, 2, , 
2021/12/14, 55, 12, 19, 8, , 
2021/12/15, 72, 16, 22, 14, , 
2021/12/16, 60, 17, 15, 10, , 
2021/12/17, 80, 18, 14, 10, , 
2021/12/18, 76, 15, 26, 6, , 
2021/12/19, 77, 11, 27, 2, , 
2021/12/20, 56, 10, 24, 2, , 
2021/12/21, 49, 13, 20, 5, , 
2021/12/22, 76, 17, 14, 8, , 
2021/12/23, 73, 8, 22, 2, , 
2021/12/24, 61, 12, 22, 1, , 
2021/12/25, 53, 10, 24, , , 
2021/12/26, 24, 6, 6, 1, , 
2021/12/27, 17, 7, 2, , , 
2021/12/28, 17, 10, 23, 1, , 
2021/12/29, 15, 11, 21, 1, , 
2021/12/30, 23, 10, 20, 2, , 
2021/12/31, 36, 10, 20, 6, , 
2022/1/1, 59, 9, 27, 1, , 
2022/1/2, 66, 9, 26, 7, , 
2025/8/10, , 41, 53, 6, 1, 
2025/9/28, , 11, 34, 2, 1, 
2025/5/8, , 9, 33, 1, , 
2024/12/31, , 9, 30, 2, , 
2025/3/12, , 9, 34, 2, 1, 
2025/3/13, , 6, 33, 3, 1, 
2025/3/14, , 6, 30, 1, 1, 
2025/3/15, , 10, 28, 2, 1, 
2025/3/16, , 9, 26, 3, 1, 
2025/3/17, , 9, 36, 2, 1, 
2024/10/19, , 10, 31, 2, , 
2024/8/5, , 19, 40, 2, , 
2024/8/8, , 16, 42, 3, 1, 
2024/4/14, , 22, 49, 8, , 
2024/4/21, , 12, 30, 2, , 
2024/4/22, , 7, 33, 2, , 
2024/4/25, , 10, 37, 4, , 
2024/4/26, , 11, 34, 3, , 
2024/4/29, , 7, 22, 4, , 
2024/5/4, , 18, , 6, , 
2024/5/8, , 9, 40, 5, , 
2024/5/10, , 10, 44, 2, , 
2024/5/11, , 10, 37, 4, , 
2024/6/1, , 16, 38, 3, , 
2024/6/2, , 12, 39, 2, , 
2024/6/12, , 6, 38, 1, , 
2024/3/11, , 8, 35, 2, , 
2023/3/31, , 25, 40, 1, 1, 
2023/4/7, , 13, 41, , , 
2023/4/8, , 11, 46, 1, , 
2023/4/9, , 18, 42, 4, , 
2023/4/10, , 20, 44, 3, , 
2023/4/11, , 19, 44, 1, 1, 
2023/4/12, , 21, 38, 1, , 
2023/4/19, , 12, 47, 3, 1, 
2023/6/7, , 10, 36, 4, , 
2022/7/2, , 20, 52, 5, 1, 
2022/7/3, , 20, 46, 4, 1, 
2022/7/4, , 22, 44, 3, 1, 
2022/7/5, , 20, 47, 4, , 
2022/7/6, , 24, 44, 4, , 
2022/7/7, , 21, 49, 2, , 
2022/7/9, , 18, 53, 4, 1, 
2022/7/10, , 17, 52, 3, 1, 
2022/7/11, , 17, 49, 4, , 
2022/7/17, , 20, 64, 2, , 
2022/7/18, , 20, 55, 6, , 
2022/7/19, , 21, 40, 10, , 
2022/8/24, , 14, 34, 4, , 
2022/8/27, , 12, 44, 1, , 
2022/9/6, , 31, 40, 2, , 
2022/5/2, , 12, 34, 4, , 
2022/6/24, , 18, 41, 1, 1, 
2022/6/25, , 21, 39, 3, , 
2022/6/26, , 25, 31, 3, , 
2022/6/27, , 17, 32, 4, , 
2022/6/28, , 19, 43, 2, , 
2022/6/29, , 22, 36, 3, , 
2022/7/1, , 17, 31, 4, , 
2021/10/6, , 8, 34, 3, , 
2021/10/7, , 11, 32, 2, , 
2021/11/7, , 9, 30, 1, , 
2021/11/8, , 10, 31, 5, , 
2021/11/10, , 12, 34, 2, 2, 
2021/11/19, , 17, 28, 10, , 
2021/11/21, , 10, 36, 4, , 
2021/11/22, , 11, 25, 4, , 
2021/7/1, , 19, 40, 3, , 
2021/7/2, , 20, 40, 2, , 
2021/7/3, , 25, 44, 2, , 
2021/7/4, , 23, 39, 1, , 
2021/7/5, , 15, 37, 2, 1, 
2021/7/6, , 19, 35, 3, 1, 
2021/7/7, , 18, 37, 4, 1, 
2021/7/8, , 16, 34, 2, 1, 
2021/7/9, , 19, 38, 2, 1, 
2021/7/10, , 21, 37, 3, 1, 
2021/7/11, , 22, 34, 4, , 
2021/7/12, , 19, 27, 2, 1, 
2021/7/13, , 20, 32, 2, 1, 
2021/7/14, , 23, 32, 2, 1, 
2021/7/15, , 20, 39, 2, , 
2021/7/16, , 19, 38, 2, 1, 
2021/7/17, , 20, 44, 2, , 
2021/7/18, , 17, 44, 1, , 
2021/7/19, , 21, 44, 2, 1, 
2021/7/20, , 24, 43, 5, 1, 
2021/7/21, , 22, 44, 3, 1, 
2021/7/22, , 20, 45, 3, 1, 
2021/7/23, , 21, 45, 2, 1, 
2021/7/24, , 23, 42, 2, 1, 
2021/7/25, , 26, 41, 3, 1, 
2021/7/26, , 21, 42, 2, 1, 
2021/7/27, , 18, 46, 2, , 
2021/7/28, , 18, 43, 3, 1, 
2021/7/29, , 16, 41, 3, 1, 
2021/7/30, , 19, 32, 2, 1, 
2021/7/31, , 20, 34, 1, 1, 
2021/8/1, , 13, 31, 3, 1, 
2021/8/2, , 4, 36, 2, 1, 
2021/8/3, , 12, 36, 3, 1, 
2021/8/4, , 15, 39, 2, , 
2021/8/5, , 14, 29, 3, , 
2021/8/6, , 17, 38, 3, , 
2021/8/7, , 15, 31, 3, , 
2021/8/8, , 15, 31, 4, , 
2021/8/9, , 13, 40, 4, , 
2021/8/10, , 16, 41, 2, , 
2021/8/11, , 19, 53, 5, , 
2021/8/12, , 34, 43, 4, , 
2021/8/13, , 34, 44, 4, , 
2021/8/14, , 48, 41, 3, , 
2021/8/15, , 61, 40, 2, , 
2021/8/16, , 43, 37, 2, , 
2021/8/17, , 23, 40, 3, , 
2021/8/18, , 18, 34, 4, , 
2021/8/19, , 22, 34, 3, , 
2021/8/20, , 19, 38, 1, , 
2021/8/21, , 19, 39, 2, , 
2021/8/22, , 18, 36, 3, , 
2021/8/23, , 17, 37, 3, , 
2021/8/24, , 14, 43, 2, , 
2021/8/25, , 12, 43, 1, , 
2021/8/26, , 13, 41, 3, , 
2021/8/27, , 17, 39, 2, , 
2021/8/28, , 18, 39, 2, , 
2021/8/29, , 15, 38, 3, , 
2021/8/30, , 14, 40, 2, , 
2021/8/31, , 11, 43, 3, , 
2021/9/1, , 12, 39, 3, , 
2021/9/2, , 14, 48, 4, , 
2021/9/3, , 15, 43, 3, , 
2021/9/4, , 14, 39, 2, , 
2021/9/5, , 15, 36, 2, , 
2021/9/6, , 19, 37, 3, , 
2021/9/7, , 16, 42, 3, , 
2021/9/8, , 16, 46, 2, , 
2021/9/9, , 20, 43, 2, , 
2021/9/10, , 23, 43, 1, , 
2021/9/11, , 13, 39, 3, , 
2021/9/12, , 12, 37, 1, , 
2021/9/13, , 14, 37, 4, , 
2021/9/14, , 16, 39, 3, , 
2021/9/15, , 20, 38, 3, , 
2021/9/16, , 21, 40, 2, , 
2021/9/17, , 12, 41, 2, , 
2021/9/18, , 14, 32, 2, , 
2021/9/19, , 11, 32, 2, , 
2021/9/20, , 10, 29, 4, , 
2021/9/21, , 9, 40, 2, , 
2021/9/22, , 10, 43, 3, , 
2021/9/23, , 11, 43, 2, , 
2021/9/24, , 12, 38, 2, , 
2021/9/25, , 18, 42, 2, , 
2021/9/26, , 27, 41, 1, 1, 
2021/9/27, , 19, , , , 
2021/4/1, , 27, 48, 1, , 
2021/4/2, , 19, 47, 2, , 
2021/4/3, , 19, 44, 3, , 
2021/4/4, , 25, 44, 2, , 
2021/4/5, , 22, 38, 3, , 
2021/4/6, , 26, 36, 5, , 
2021/4/7, , 22, 41, 2, , 
2021/4/8, , 20, 42, 2, , 
2021/4/9, , 17, 41, 2, , 
2021/4/10, , 16, 34, 2, , 
2021/4/11, , 12, 40, 2, , 
2021/4/12, , 7, 38, 3, , 
2021/4/13, , 9, 39, 3, , 
2021/4/14, , 12, 43, 4, , 
2021/4/15, , 14, 41, 3, , 
2021/4/16, , 14, 41, 1, , 
2021/4/17, , 10, 43, 1, , 
2021/4/18, , 11, 44, 2, , 
2021/4/19, , 14, 46, 4, , 
2021/4/20, , 15, 46, 3, , 
2021/4/21, , 12, 44, 2, , 
2021/4/22, , 9, 53, 3, , 
2021/4/23, , 12, 55, 3, , 
2021/4/24, , 10, 51, 1, , 
2021/4/25, , 11, 50, 2, , 
2021/4/26, , 11, 42, 4, , 
2021/4/27, , 14, 39, 6, , 
2021/4/28, , 17, 34, 5, , 
2021/4/29, , 15, 35, 3, , 
2021/4/30, , 11, 38, 1, , 
2021/5/1, , 8, 41, 1, , 
2021/5/2, , 8, 41, 2, , 
2021/5/3, , 9, 44, 2, , 
2021/5/4, , 11, 47, 4, , 
2021/5/5, , 14, 38, 2, , 
2021/5/6, , 12, 41, 2, , 
2021/5/7, , 16, 46, 1, , 
2021/5/8, , 14, 48, 1, , 
2021/5/9, , 17, 42, 2, , 
2021/5/10, , 17, 39, 1, , 
2021/5/11, , 10, 38, 2, , 
2021/5/12, , 13, 39, 1, , 
2021/5/13, , 13, 36, 2, , 
2021/5/14, , 12, 42, 2, , 
2021/5/15, , 15, 36, 2, , 
2021/5/16, , 15, 32, 2, , 
2021/5/17, , 15, 32, 3, , 
2021/5/18, , 20, 34, 2, , 
2021/5/19, , 18, 37, 3, , 
2021/5/20, , 17, 37, 1, , 
2021/5/21, , 17, 34, 3, , 
2021/5/22, , 17, 31, 3, , 
2021/5/23, , 15, 37, 2, , 
2021/5/24, , 17, 34, 2, , 
2021/5/25, , 19, 38, 4, , 
2021/5/26, , 19, 39, 6, , 
2021/5/27, , 19, 48, 5, , 
2021/5/28, , 20, 43, 4, , 
2021/5/29, , 19, 45, 3, , 
2021/5/30, , 17, 36, 7, 1, 
2021/5/31, , 17, 44, 5, , 
2021/6/1, , 17, 37, 2, , 
2021/6/2, , 17, 38, 2, , 
2021/6/3, , 16, 36, 4, , 
2021/6/4, , 18, 39, 3, , 
2021/6/5, , 17, 38, 2, , 
2021/6/6, , 15, 42, 4, , 
2021/6/7, , 15, 41, 3, , 
2021/6/8, , 18, 42, 3, , 
2021/6/9, , 18, 50, 2, , 
2021/6/10, , 16, 54, 4, , 
2021/6/11, , 17, 61, 2, , 
2021/6/12, , 18, 60, 1, 1, 
2021/6/13, , 18, 59, 4, , 
2021/6/14, , 19, 50, 6, 1, 
2021/6/15, , 19, 49, 4, , 
2021/6/16, , 25, 42, 2, , 
2021/6/17, , 23, 40, 4, , 
2021/6/18, , 28, 34, 5, , 
2021/6/19, , 32, 41, 1, , 
2021/6/20, , 42, 33, 2, , 
2021/6/21, , 30, 35, 4, , 
2021/6/22, , 18, 39, 3, , 
2021/6/23, , 15, 43, 2, 1, 
2021/6/24, , 11, 39, 1, , 
2021/6/25, , 13, 39, 1, , 
2021/6/26, , 12, 41, 2, , 
2021/6/27, , 13, 37, 4, , 
2021/6/28, , 14, 33, 3, , 
2021/6/29, , 17, 33, 2, , 
2021/6/30, , 18, 38, 3, , 
2021/1/4, , 7, 23, 3, , 
2021/1/5, , 8, 22, 4, , 
2021/1/6, , 9, 22, 8, , 
2021/1/7, , 10, 26, 5, , 
2021/1/8, , 13, 30, 1, , 
2021/1/9, , 9, 27, 1, , 
2021/1/10, , 5, 21, 2, , 
2021/1/11, , 9, 29, 2, , 
2021/1/12, , 9, 30, 1, , 
2021/1/13, , 7, 26, 2, , 
2021/1/14, , 6, 29, 4, , 
2021/1/15, , 6, 28, 2, , 
2021/1/16, , 8, 31, 1, , 
2021/1/17, , 8, 25, 4, , 
2021/1/18, , 10, 35, 2, , 
2021/1/19, , 11, 33, 3, , 
2021/1/20, , 10, 27, 2, , 
2021/1/21, , 11, 32, 1, , 
2021/1/22, , 7, 29, 1, , 
2021/1/23, , 5, 32, , , 
2021/1/24, , 6, 28, 2, , 
2021/1/25, , 8, 27, 4, , 
2021/1/26, , 9, 29, 6, , 
2021/1/27, , 10, 17, 7, , 
2021/1/28, , 10, 21, 3, , 
2021/1/29, , 9, 30, 1, , 
2021/1/30, , 8, 31, , , 
2021/1/31, , 7, 32, 1, , 
2021/2/1, , 9, 28, 3, , 
2021/2/2, , 11, 22, 4, , 
2021/2/3, , 9, 25, 10, , 
2021/2/4, , 13, 28, 8, , 
2021/2/5, , 16, 30, 2, , 
2021/2/6, , 44, 25, 1, , 
2021/2/7, , 47, 25, 3, , 
2021/2/8, , 6, 30, 2, , 
2021/2/9, , 7, 31, 2, , 
2021/2/10, , 7, 29, 3, , 
2021/2/11, , 6, 26, 11, , 
2021/2/12, , 11, 27, 3, , 
2021/2/13, , 11, 31, 2, , 
2021/2/14, , 9, 30, 3, , 
2021/2/15, , 13, 31, 2, , 
2021/2/16, , 11, 31, 5, , 
2021/2/17, , 11, 40, 4, , 
2021/2/18, , 13, 31, 8, , 
2021/2/19, , 13, 43, 4, , 
2021/2/20, , 25, 40, 1, , 
2021/2/21, , 17, 32, 4, , 
2021/2/22, , 33, 28, 5, , 
2021/2/23, , 29, 29, 6, , 
2021/2/24, , 21, 33, 4, , 
2021/2/25, , 18, 31, 7, , 
2021/2/26, , 22, 30, 3, , 
2021/2/27, , 27, 35, 3, , 
2021/2/28, , 28, 36, 3, , 
2021/3/1, , 29, 36, 4, , 
2021/3/2, , 35, 32, 5, , 
2021/3/3, , 30, 41, 6, , 
2021/3/4, , 29, 40, 7, , 
2021/3/5, , 29, 27, 4, , 
2021/3/6, , 36, 35, 2, , 
2021/3/7, , 23, 31, 5, , 
2021/3/8, , 22, 28, 3, , 
2021/3/9, , 15, 33, 4, , 
2021/3/10, , 15, 40, 4, , 
2021/3/11, , 18, 31, 4, , 
2021/3/12, , 19, 37, 1, , 
2021/3/13, , 14, 35, 2, , 
2021/3/14, , 17, 35, 3, , 
2021/3/15, , 14, 37, 4, , 
2021/3/16, , 15, 36, 2, , 
2021/3/17, , 15, 35, 2, , 
2021/3/18, , 17, 28, 4, , 
2021/3/19, , 10, 36, 2, , 
2021/3/20, , 9, 37, 2, , 
2021/3/21, , 13, 33, 3, , 
2021/3/22, , 12, 39, 5, , 
2021/3/23, , 13, 44, 8, , 
2021/3/24, , 17, 44, 6, , 
2021/3/25, , 20, 45, 3, , 
2021/3/26, , 19, 38, 3, , 
2021/3/27, , 19, 37, 4, , 
2021/3/28, , 19, 43, 3, , 
2021/3/29, , 17, 46, 4, , 
2021/3/30, , 20, 46, 8, , 
2021/3/31, , 24, 49, 6, , 
2020/10/1, , 13, 38, 1, , 
2020/10/2, , 11, 29, , , 
2020/10/3, , 7, 31, , , 
2020/10/4, , 8, 28, 2, , 
2020/10/5, , 8, 28, 1, , 
2020/10/6, , 10, 27, 3, , 
2020/10/7, , 11, 30, 3, , 
2020/10/8, , 15, 28, 5, , 
2020/10/9, , 16, 24, 5, , 
2020/10/10, , 13, 17, 7, , 
2020/10/11, , 10, , , , 
2020/10/14, , 6, 30, 2, , 
2020/10/15, , 6, 35, 2, , 
2020/10/16, , 8, 35, 2, , 
2020/10/17, , 12, 40, 2, , 
2020/10/18, , 14, 41, 2, , 
2020/10/19, , 11, 42, 3, , 
2020/10/20, , 11, 40, 4, , 
2020/10/21, , 23, 34, 5, , 
2020/10/22, , 50, 31, 2, , 
2020/10/23, , 34, 35, 1, , 
2020/10/24, , 12, 35, 1, , 
2020/10/25, , 7, 28, 2, , 
2020/10/26, , 8, 24, 2, , 
2020/10/27, , 8, 27, 5, , 
2020/10/28, , 10, 31, 4, , 
2020/10/29, , 12, 37, 6, , 
2020/10/30, , 14, 35, 3, , 
2020/10/31, , 18, 38, 2, , 
2020/11/1, , 19, 34, 4, , 
2020/11/2, , 15, 25, 7, , 
2020/11/3, , 16, 26, 4, , 
2020/11/4, , 8, 28, 3, , 
2020/11/5, , 7, 27, 3, , 
2020/11/6, , 10, 31, 1, , 
2020/11/7, , 12, 35, 1, , 
2020/11/8, , 10, 34, 4, , 
2020/11/9, , 5, 28, 5, , 
2020/11/10, , 10, 33, 1, , 
2020/11/11, , 11, 35, 3, , 
2020/11/12, , 10, 33, 8, , 
2020/11/13, , 11, 33, 2, , 
2020/11/14, , 13, 28, 3, , 
2020/11/15, , 15, 30, 3, , 
2020/11/16, , 12, 30, 5, , 
2020/11/17, , 16, 33, 7, , 
2020/11/18, , 15, 28, 3, , 
2020/11/19, , 14, 22, 3, , 
2020/11/20, , 11, 32, 3, , 
2020/11/21, , 12, 36, 2, , 
2020/11/22, , 12, 35, 3, , 
2020/11/23, , 14, 38, 2, , 
2020/11/24, , 13, 40, 3, , 
2020/11/25, , 11, 32, 4, , 
2020/11/26, , 10, 31, 3, , 
2020/11/27, , 10, , , , 
2020/12/1, , 14, 26, 4, , 
2020/12/2, , 8, 28, 2, , 
2020/12/3, , 6, 27, 2, , 
2020/12/4, , 5, 26, 1, , 
2020/12/5, , 6, 24, 1, , 
2020/12/6, , 6, 24, 3, , 
2020/12/7, , 6, 25, 1, , 
2020/12/9, , 6, 21, 4, , 
2020/12/10, , 7, 23, 5, , 
2020/12/11, , 8, 28, 1, , 
2020/12/12, , 6, 28, 2, , 
2020/12/13, , 8, 29, 11, , 
2020/12/14, , 11, 32, 4, , 
2020/12/15, , 14, 31, 4, , 
2020/12/16, , 9, 34, 7, , 
2020/12/17, , 10, 23, 4, , 
2020/12/18, , 11, , , , 
2020/12/22, , 8, 24, 4, , 
2020/12/23, , 9, 23, 5, , 
2020/12/24, , 11, 30, , , 
2020/12/25, , 7, 29, , , 
2020/12/26, , 5, 27, 2, , 
2020/12/27, , 5, 28, 1, , 
2020/12/28, , 6, 26, 1, , 
2020/12/29, , 7, 26, 2, , 
2020/12/31, , 6, 26, 1, , 
2021/1/1, , 6, 23, 1, , 
2021/1/2, , 6, 26, 2, , 
2021/1/3, , 8, 25, 2, , 
2020/7/1, , 16, 40, 3, , 
2020/7/2, , 17, 31, 3, , 
2020/7/3, , 10, 40, 2, , 
2020/7/4, , 9, 40, 3, , 
2020/7/5, , 13, 45, 7, , 
2020/7/6, , 14, 34, 4, , 
2020/7/7, , 17, 41, 3, , 
2020/7/8, , 17, 37, 6, , 
2020/7/9, , 16, 44, 6, , 
2020/7/10, , 18, 45, 3, , 
2020/7/11, , 17, 41, 1, , 
2020/7/12, , 13, 43, 3, , 
2020/7/13, , 14, 54, 2, , 
2020/7/14, , 14, 50, 1, , 
2020/7/15, , 15, 30, 2, , 
2020/7/16, , 13, 33, 2, , 
2020/7/17, , 12, 39, 1, , 
2020/7/18, , 13, 39, , , 
2020/7/19, , 13, 33, 2, , 
2020/7/20, , 12, 37, 6, , 
2020/7/21, , 13, 39, 5, , 
2020/7/22, , 13, 50, 4, , 
2020/7/23, , 14, 48, 4, , 
2020/7/24, , 18, 49, 1, , 
2020/7/25, , 17, 45, 2, , 
2020/7/26, , 16, 43, 4, , 
2020/7/27, , 14, 37, 7, , 
2020/7/28, , 18, 39, 3, , 
2020/7/29, , 20, 39, 5, , 
2020/7/30, , 18, 44, 5, , 
2020/7/31, , 20, 47, 3, , 
2020/8/1, , 18, 37, 1, , 
2020/8/2, , 20, 29, 2, , 
2020/8/3, , 14, 28, 2, , 
2020/8/4, , 10, 36, 3, , 
2020/8/5, , 12, 42, 2, , 
2020/8/6, , 14, 43, 2, , 
2020/8/7, , 13, 46, 4, , 
2020/8/8, , 11, 54, 2, , 
2020/8/9, , 13, 48, 4, , 
2020/8/10, , 15, 45, 7, , 
2020/8/11, , 17, 44, 3, , 
2020/8/12, , 19, 40, 3, , 
2020/8/13, , 24, 38, 5, , 
2020/8/14, , 24, 38, 2, , 
2020/8/15, , 19, 39, 1, , 
2020/8/16, , 20, 36, 2, , 
2020/8/17, , 16, 35, 3, , 
2020/8/18, , 14, 39, 2, , 
2020/8/19, , 14, 38, 3, , 
2020/8/20, , 13, 35, 2, , 
2020/8/21, , 15, 34, 3, , 
2020/8/22, , 16, 32, 3, , 
2020/8/23, , 12, 35, 3, , 
2020/8/24, , 14, 34, 1, , 
2020/8/25, , 13, 33, 2, , 
2020/8/26, , 13, 32, 2, , 
2020/8/27, , 11, 34, 3, , 
2020/8/28, , 12, 26, 2, , 
2020/8/29, , 12, 33, 1, , 
2020/9/2, , 7, 42, 2, , 
2020/9/3, , 9, 43, 4, , 
2020/9/4, , 11, 44, 2, , 
2020/9/5, , 10, 43, 2, , 
2020/9/6, , 11, 32, 2, , 
2020/9/7, , 11, 43, 2, , 
2020/9/8, , 10, 43, 3, , 
2020/9/9, , 5, 47, 2, , 
2020/9/10, , 8, 45, 2, , 
2020/9/11, , 9, 47, 3, , 
2020/9/13, , 13, 44, 8, , 
2020/9/14, , 14, 43, 2, , 
2020/9/15, , 17, 43, 8, , 
2020/9/16, , 19, 41, 7, , 
2020/9/17, , 24, 39, 5, , 
2020/9/18, , 23, 34, 2, , 
2020/9/19, , 18, 37, 1, , 
2020/9/20, , 9, 39, 5, , 
2020/9/21, , 9, 36, 2, , 
2020/9/22, , 8, 42, 3, , 
2020/9/24, , 10, 29, 1, , 
2020/9/25, , 12, 29, 1, , 
2020/9/26, , 13, 26, 2, , 
2020/9/27, , 6, 33, 3, , 
2020/9/28, , 9, 40, 4, , 
2020/9/29, , 12, 40, 3, , 
2020/9/30, , 12, 40, 2, , 
2020/4/1, , 10, 37, 1, , 
2020/4/2, , 7, 41, 1, , 
2020/4/3, , 11, 41, 2, , 
2020/4/4, , 11, 44, 1, , 
2020/4/5, , 10, 48, 2, , 
2020/4/6, , 11, 49, 1, , 
2020/4/7, , 12, 50, 3, , 
2020/4/8, , 10, 49, 3, , 
2020/4/9, , 12, 52, 1, , 
2020/4/10, , 14, 50, 1, , 
2020/4/11, , 16, 47, 1, , 
2020/4/12, , 16, 47, , , 
2020/4/13, , 11, 47, 2, , 
2020/4/14, , 5, 39, 2, , 
2020/4/15, , 12, 35, 2, , 
2020/4/16, , 18, 34, 2, , 
2020/4/17, , 18, 37, 1, , 
2020/4/18, , 15, 33, 1, , 
2020/4/19, , 9, 27, 2, , 
2020/4/20, , 3, 35, 2, , 
2020/4/21, , 1, 33, 1, , 
2020/4/22, , 4, 40, 1, , 
2020/4/23, , 9, 40, 3, , 
2020/4/24, , 10, 42, 2, , 
2020/4/27, , 9, 38, 1, , 
2020/4/28, , 9, 39, 1, , 
2020/4/29, , 10, 36, 1, , 
2020/4/30, , 10, 29, , , 
2020/5/1, , 10, 30, 1, , 
2020/5/2, , 9, 26, 2, , 
2020/5/3, , 9, 31, 2, , 
2020/5/4, , 10, 35, 2, , 
2020/5/5, , 10, 38, 2, , 
2020/5/6, , 15, 38, 2, , 
2020/5/7, , 13, 40, 1, , 
2020/5/8, , 11, 37, 1, , 
2020/5/9, , 15, 34, , , 
2020/5/10, , 12, 35, , , 
2020/5/11, , 7, 32, 1, , 
2020/5/12, , 10, 41, 1, , 
2020/5/13, , 10, 39, 2, , 
2020/5/14, , 6, 38, 1, , 
2020/5/15, , 8, 32, 1, , 
2020/5/16, , 9, 35, 1, , 
2020/5/17, , 8, 47, 3, , 
2020/5/18, , 13, 51, 3, , 
2020/5/19, , 15, 56, 7, , 
2020/5/20, , 16, 49, 3, , 
2020/5/21, , 14, 50, 3, , 
2020/5/22, , 14, 46, 1, , 
2020/5/23, , 12, 33, 1, , 
2020/5/24, , 12, 38, 3, , 
2020/5/25, , 15, 48, 3, , 
2020/5/26, , 15, 49, 2, , 
2020/5/27, , 14, 47, 2, , 
2020/5/28, , 12, 44, 2, , 
2020/5/29, , 12, 39, 2, , 
2020/5/30, , 12, 42, 1, , 
2020/5/31, , 10, 39, 1, , 
2020/6/1, , 10, 42, 4, , 
2020/6/3, , 10, 38, 2, , 
2020/6/4, , 9, 39, 2, , 
2020/6/5, , 9, 38, 2, , 
2020/6/6, , 11, 31, 1, , 
2020/6/7, , 12, 30, 2, , 
2020/6/8, , 7, 39, 2, , 
2020/6/9, , 8, 40, 2, , 
2020/6/10, , 9, 37, 4, , 
2020/6/11, , 10, 39, 1, , 
2020/6/12, , 13, 41, 1, , 
2020/6/13, , 11, 41, 1, , 
2020/6/14, , 10, 39, 2, , 
2020/6/15, , 12, 33, 3, , 
2020/6/16, , 11, 39, 3, , 
2020/6/17, , 8, 31, 2, , 
2020/6/18, , 9, 37, 4, , 
2020/6/19, , 9, 34, 1, , 
2020/6/20, , 11, 37, 2, , 
2020/6/21, , 14, 39, 5, , 
